titulo,tema,data,numero_do_video,links_relacionados,id_inutil,id_video,status_materia,status_video,thumb,
O que é a canícula e como ela explica a onda de calor extremo?,A ciência do aquecimento global,01/10/2025,61,"https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/01/o-que-e-a-canicula-e-como-ela-explica-ondas-de-calor-extremo.ghtml#:~:text=A%20explica%C3%A7%C3%A3o%20est%C3%A1%20em%20um,recebe%20o%20nome%20de%20can%C3%ADcula.",13970673,13970664,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13970664.jpg,
Qual é a crise de hospedagem na COP30?,A COP30 e os seus desafios,02/10/2025,62,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/02/qual-e-a-crise-de-hospedagem-na-cop30.ghtml,13976783,13976797,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13976797.jpg,
Hidrogênio será o combustível do futuro?,Transição energética e economia verde,03/10/2025,63,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/03/hidrogenio-verde-sera-o-combustivel-do-futuro.ghtml,13971536,13971537,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13971537.jpg,
Qual o tamanho da área do Brasil efetivamente protegida?,Biomas e o equilíbrio do planeta,04/10/2025,64,"https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/04/qual-o-tamanho-da-area-do-brasil-efetivamente-protegida.ghtml#:~:text=O%20Brasil%20possui%20hoje%20entre,efetivamente%20protegidas%2C%20segundo%20dados%20oficiais.&text=Isso%20equivale%20a%20aproximadamente%20um,extens%C3%A3o%20absoluta%20de%20%C3%A1reas%20conservadas.",13979162,13979143,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13979143.jpg,
Como o clima extremo afeta sua saúde mental?,O planeta em transformação,05/10/2025,65,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/05/como-o-clima-extremo-afeta-sua-saude-mental.ghtml,13984492,13984494,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13984494.jpg,
Dá pra salvar os recifes de coral do branqueamento? Quais soluções estão em teste?,O planeta em transformação,06/10/2025,66,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/06/da-para-salvar-os-recifes-de-coral-do-branqueamento-quais-solucoes-estao-em-teste.ghtml,13984723,13984725,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13984725.jpg,
Como o turismo pode ajudar a preservar áreas naturais?,"Clima, comida e consumo",07/10/2025,67,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/07/como-o-turismo-pode-ajudar-a-preservar-areas-naturais.ghtml,13990606,13990611,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13990611.jpg,
Como Paris fez para diminuir a poluição mudando o modal do transporte?,"Clima, comida e consumo",08/10/2025,68,"https://g1.globo.com/meio-ambiente/noticia/2025/10/08/menos-carros-mais-ar-limpo-o-plano-que-transformou-paris-em-uma-cidade-respiravel.ghtml#:~:text=Al%C3%A9m%20das%20proibi%C3%A7%C3%B5es%2C%20a%20cidade,seja%20totalmente%20adaptada%20%C3%A0s%20bicicletas.",13990486,13990475,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13990475.jpg,
Qual a relação do PL do Licenciamento com a crise do clima?,Biomas e o equilíbrio do planeta,09/10/2025,69,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/09/qual-a-relacao-do-pl-do-licenciamento-com-a-crise-do-clima.ghtml,13995840,13995823,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13995823.jpg,
O que é Transição Energética?,Transição energética e economia verde,10/10/2025,70,https://g1.globo.com/meio-ambiente/noticia/2025/10/10/o-que-e-transicao-energetica-e-por-que-ela-e-urgente.ghtml,13991454,13991459,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13991459.jpg,
Como o Reino Unido acabou com usinas movidas por carvão?,Transição energética e economia verde,11/10/2025,71,https://g1.globo.com/meio-ambiente/noticia/2025/10/11/como-o-reino-unido-acabou-com-usinas-movidas-por-carvao.ghtml,13997780,13997787,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/13997787.jpg,
Entregar áreas degradadas ao agronegócio pode conter o desmatamento?,Biomas e o equilíbrio do planeta,12/10/2025,72,https://g1.globo.com/meio-ambiente/noticia/2025/10/12/entenda-se-entregar-areas-degradadas-ao-agronegocio-funciona-para-conter-o-desmatamento.ghtml,14003166,14003127,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14003127.jpg,
Como a floresta é capaz de gerar fonte de renda?,Biomas e o equilíbrio do planeta,13/10/2025,73,"https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/13/como-a-floresta-e-capaz-de-gerar-fonte-de-renda.ghtml#:~:text=%2D%2D%3A%2D%2D-,Como%20a%20floresta%20%C3%A9%20capaz%20de%20gerar%20fonte%20de%20renda,produ%C3%A7%C3%A3o%20do%20fruto%20no%20Brasil.",14001262,14001263,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14001263.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Excesso de energia pode provocar apagão?,Transição energética e economia verde,14/10/2025,74,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/14/para-evitar-apagao-brasil-corta-energia-limpa-e-aciona-termeletricas-entenda-o-paradoxo-chamado-curtailment.ghtml,14009327,14009331,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14009331.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Vale a pena investir em energia solar para uso doméstico?,Transição energética e economia verde,15/10/2025,75,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/15/vale-a-pena-investir-em-energia-solar-para-uso-domestico.ghtml,14009362,14009351,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14009351.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
O que esperar da energia eólica no Brasil?,Transição energética e economia verde,16/10/2025,76,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/16/energia-eolica-vive-crise-mas-projeta-retomada-com-data-centers-e-expansao-no-mar.ghtml,14012887,14012893,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14012893.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
O que acontece em Altamira?,Biomas e o equilíbrio do planeta,17/10/2025,77,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/17/o-que-acontece-em-altamira.ghtml,14016307,14016309,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14016309.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Por que a madeira é vista como o material do futuro?,Biomas e o equilíbrio do planeta,18/10/2025,78,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/18/por-que-a-madeira-e-vista-como-o-material-do-futuro.ghtml,14018171,14018165,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14018165.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Como uma série de cartas revelam os desafios da COP30?,A COP30 e os seus desafios,19/10/2025,79,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/19/como-uma-serie-de-cartas-revelam-os-desafios-da-cop30.ghtml,14022029,14022047,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14022047.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Por que o fogo passou a ter papel de destaque no desmatamento na Amazônia?,Biomas e o equilíbrio do planeta,20/10/2025,80,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/20/por-que-o-fogo-passou-a-ter-papel-de-destaque-no-desmatamento-na-amazonia.ghtml,14022988,14022992,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14022992.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Como o homem que plantou uma floresta no bairro pode inspirar você?,Biomas e o equilíbrio do planeta,21/10/2025,81,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/21/como-o-homem-que-plantou-uma-floresta-no-bairro-pode-inspirar-voce.ghtml,14028915,14028920,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14028920.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Por que as ondas de calor estão ficando cada vez mais frequentes?,A ciência do aquecimento global,22/10/2025,82,"https://g1.globo.com/meio-ambiente/noticia/2025/10/22/por-que-as-ondas-de-calor-estao-cada-vez-mais-frequentes.ghtml#:~:text=E%20por%20que%20isso%20est%C3%A1,e%20deixando%20Terra%20mais%20quente.",14028228,14028230,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14028230.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Floresta ou oceano: de onde vem o oxigênio que a gente respira?,Biomas e o equilíbrio do planeta,23/10/2025,83,https://g1.globo.com/meio-ambiente/noticia/2025/10/23/floresta-ou-oceano-de-onde-vem-o-oxigenio-que-a-gente-respira.ghtml,14029039,14029041,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14029041.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Terras raras e mineração: qual o impacto ambiental?,Transição energética e economia verde,24/10/2025,84,"https://g1.globo.com/google/amp/meio-ambiente/cop-30/noticia/2025/10/24/mais-comum-que-ouro-terras-raras-estao-no-centro-de-disputa-geopolitica-entenda.ghtml#:~:text=Impactos%20ambientais&text=Al%C3%A9m%20da%20retirada%20da%20vegeta%C3%A7%C3%A3o,rios%20e%20comunidades%20do%20entorno.",14035056,14035090,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14035090.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Por que a desinformação também é um perigo para o clima?,A ciência do aquecimento global,25/10/2025,85,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/25/desinformacao-pode-comprometer-todos-os-nossos-esforcos-diz-enviado-especial-da-cop30.ghtml,14038941,14038943,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14038943.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Transporte público verde: o que falta para os ônibus elétricos serem maioria?,Transição energética e economia verde,26/10/2025,86,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/26/transporte-publico-verde-o-que-falta-para-os-onibus-eletricos-serem-maioria-no-brasil.ghtml,14042307,14042310,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14042310.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
O que é o prêmio fóssil do dia?,A COP30 e os seus desafios,27/10/2025,87,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/27/fossil-do-dia-o-antipremio-que-destaca-quem-atrapalha-o-combate-a-crise-climatica.ghtml,14042073,14042086,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14042086.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
O que diz o relatório da ONU sobre compromissos climáticos dias antes da COP30?,A COP30 e os seus desafios,28/10/2025,88,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/28/onu-diz-que-emissoes-devem-cair-pela-1a-vez-antes-de-2030-mas-ritmo-ainda-e-insuficiente-para-o-limite-de-15c.ghtml,14047754,14047764,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14047764.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
O que as empresas estão fazendo para produzir riqueza causando menos impacto ambiental?,Transição energética e economia verde,29/10/2025,89,https://g1.globo.com/meio-ambiente/video/o-que-as-empresas-estao-fazendo-para-produzir-riqueza-causando-menos-impacto-ambiental-14046897.ghtml,14046897,14046884,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14046884.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
O que as COPs já conseguiram na prática?,A COP30 e os seus desafios,30/10/2025,90,"https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/30/o-que-as-cops-ja-conseguiram-na-pratica.ghtml#:~:text=Entre%20as%20principais%20conquistas%20est%C3%A1,para%20sistemas%20de%20compensa%C3%A7%C3%A3o%20clim%C3%A1tica.",14050949,14050953,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14050953.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Como as escolas devem servir de oásis urbanos no futuro de crise do clima?,O planeta em transformação,31/10/2025,91,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/10/31/como-as-escolas-podem-servir-de-oasis-urbanos-no-futuro-de-crise-do-clima.ghtml,14050153,14050130,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14050130.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Quem são os lobistas que atuam nas COPs?,A COP30 e os seus desafios,01/11/2025,92,"https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/11/01/quem-sao-os-lobistas-que-atuam-nas-cops.ghtml#:~:text=Nas%20confer%C3%AAncias%20do%20clima%2C%20o,levem%20em%20conta%20seus%20neg%C3%B3cios.",14054918,14054920,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14054920.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Quem decide o que entra (e o que sai) do texto final da COP?,A COP30 e os seus desafios,02/11/2025,93,"https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/11/02/quem-decide-o-que-entra-e-o-que-sai-do-texto-final-da-cop.ghtml#:~:text=A%20condu%C3%A7%C3%A3o%20das%20discuss%C3%B5es%20fica,a%20elabora%C3%A7%C3%A3o%20do%20texto%20final.",14053932,14053941,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14053941.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Por que o Brasil enterra tanto lixo reciclável?,"Clima, comida e consumo",03/11/2025,94,https://g1.globo.com/meio-ambiente/cop-30/noticia/2025/11/03/por-que-o-brasil-enterra-tanto-lixo-reciclavel.ghtml,14061000,14061003,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14061003.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
O chocolate pode acabar por causa da crise climática?,"Clima, comida e consumo",04/11/2025,95,"https://g1.globo.com/meio-ambiente/noticia/2025/11/04/como-a-crise-do-clima-pode-afetar-o-seu-chocolate-do-dia-a-dia.ghtml#:~:text=A%20combina%C3%A7%C3%A3o%20de%20calor%20extremo,as%20mudan%C3%A7as%20clim%C3%A1ticas%20se%20agravarem.",14067005,14067009,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14067009.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Como o garimpo ilegal ameaça os povos indígenas?,Biomas e o equilíbrio do planeta,05/11/2025,96,,14070042,14070044,Publicada,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14070044.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Você sabe se o seu lixo é mesmo reciclável?,Transição energética e economia verde,06/11/2025,97,https://admin.backstage.globoi.com/apps/multi-content/g1/multi-content/edit/075e4501-915d-4736-b2f5-15d206abac74/,14073167,14073176,,Publicado,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/14073176.jpg,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Qual é a expectativa para a COP30?,A COP30 e os seus desafios,07/11/2025,98,,,,,,,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
A bicicleta vai salvar o planeta?,Transição energética e economia verde,08/11/2025,99,,,,,,,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
Por que o Brasil pode ter até 12 dias de racionamento de água por ano até 2050?,A ciência do aquecimento global,09/11/2025,100,,,,,,,https://s3.glbimg.com/v1/AUTH_e03f7a1106bb438e970511f892f07c35/g1/videos-cop30-e-o-nosso-futuro/img/thumbs/
